Id,UnitsPerBox,BoxType
56073,NULL,2
56074,NULL,2
56075,NULL,NULL
56076,NULL,NULL
56077,NULL,NULL
56078,NULL,NULL
56079,NULL,NULL
56080,NULL,NULL
56081,NULL,NULL
56082,NULL,NULL
56083,NULL,NULL
56084,NULL,NULL
56087,NULL,NULL
56094,NULL,NULL
56096,NULL,NULL
56106,12,1
56110,NULL,NULL
56112,NULL,NULL
56113,NULL,NULL
56115,NULL,NULL
56119,12,1
56127,NULL,NULL
56129,NULL,NULL
56133,12,1
56140,NULL,NULL
56141,12,1
56144,NULL,NULL
56149,NULL,NULL
56151,NULL,NULL
56152,NULL,NULL
56153,NULL,NULL
56154,12,1
56157,NULL,NULL
56160,NULL,NULL
56161,NULL,NULL
56162,NULL,NULL
56168,NULL,NULL
56170,NULL,NULL
56171,12,1
56172,NULL,NULL
56174,NULL,NULL
56176,NULL,NULL
56181,NULL,NULL
56183,NULL,NULL
56189,28,1
56190,NULL,NULL
56195,NULL,2
56198,NULL,NULL
56210,NULL,NULL
56225,12,1
56231,NULL,NULL
56243,12,1
56257,12,1
56283,NULL,NULL
56284,NULL,NULL
56290,NULL,NULL
56296,12,1
56297,NULL,NULL
56305,NULL,NULL
56306,NULL,NULL
56308,NULL,NULL
56316,NULL,NULL
56320,NULL,NULL
56321,NULL,NULL
56322,NULL,NULL
56323,NULL,NULL
56329,NULL,NULL
56335,NULL,NULL
56338,NULL,NULL
56339,NULL,NULL
56342,6,1
56343,6,1
56344,6,1
56345,NULL,NULL
56346,NULL,NULL
56347,NULL,NULL
56350,NULL,NULL
56362,NULL,NULL
56364,NULL,NULL
56365,NULL,NULL
56367,NULL,NULL
56371,NULL,NULL
56372,NULL,NULL
56375,NULL,NULL
56376,NULL,NULL
56377,12,1
56384,NULL,NULL
56385,NULL,NULL
56386,NULL,NULL
56387,NULL,NULL
56389,NULL,NULL
56391,NULL,NULL
56392,NULL,NULL
56393,NULL,NULL
56394,NULL,NULL
56395,NULL,NULL
56396,NULL,NULL
56399,NULL,NULL
56400,NULL,NULL
56402,NULL,NULL
56406,NULL,NULL
56408,NULL,NULL
56409,NULL,NULL
56410,NULL,NULL
56414,NULL,NULL
56420,NULL,NULL
56421,NULL,NULL
56422,NULL,NULL
56423,NULL,NULL
56433,NULL,NULL
56435,NULL,NULL
56438,NULL,NULL
56441,12,1
56443,12,1
56444,12,1
56445,6,1
56454,NULL,NULL
56470,NULL,2
56471,NULL,2
56472,NULL,2
56473,NULL,2
56474,NULL,2
56477,NULL,NULL
56497,6,1
56498,NULL,NULL
56502,NULL,NULL
56504,NULL,NULL
56506,NULL,NULL
56507,NULL,NULL
56508,12,1
56514,NULL,2
56515,NULL,2
56516,NULL,2
56518,NULL,2
56547,NULL,NULL
56556,NULL,NULL
56567,NULL,NULL
56568,NULL,NULL
56612,NULL,NULL
56716,NULL,NULL
56717,NULL,NULL
56718,NULL,2
56721,NULL,NULL
56735,NULL,NULL
56736,NULL,NULL
56743,NULL,NULL
56749,NULL,2
56750,NULL,2
56751,NULL,2
56754,NULL,NULL
56755,NULL,2
56756,NULL,NULL
56757,NULL,NULL
56766,NULL,NULL
56802,12,1
56803,NULL,NULL
56805,NULL,2
56806,NULL,NULL
56809,NULL,NULL
56816,6,1
56817,6,1
56819,12,1
56822,NULL,NULL
56824,NULL,NULL
56826,NULL,NULL
56832,12,1
56834,NULL,NULL
56835,NULL,2
56841,NULL,2
56842,NULL,2
56843,NULL,2
56844,NULL,2
56845,NULL,2
56847,NULL,2
56849,24,1
56990,24,1
56991,NULL,NULL
56992,NULL,NULL
56993,NULL,2
56994,NULL,NULL
57199,NULL,NULL
57240,NULL,NULL
57242,NULL,NULL
57268,NULL,NULL
57273,NULL,NULL
57275,NULL,NULL
57279,NULL,NULL
57281,NULL,NULL
57294,NULL,NULL
57297,NULL,NULL
57298,NULL,NULL
57306,NULL,NULL
57313,NULL,NULL
57322,NULL,NULL
57323,20,1
57326,NULL,NULL
57328,12,1
57329,12,1
57332,12,1
57341,NULL,NULL
57343,NULL,NULL
57369,12,1
57373,NULL,NULL
57379,NULL,NULL
57401,NULL,NULL
57420,NULL,NULL
57421,NULL,NULL
57423,NULL,NULL
57482,NULL,NULL
57485,NULL,NULL
57487,NULL,NULL
57488,NULL,NULL
57512,NULL,NULL
57527,NULL,NULL
57528,NULL,NULL
57532,NULL,NULL
57539,NULL,NULL
57541,NULL,NULL
57563,NULL,NULL
57646,NULL,NULL
57647,NULL,NULL
57666,NULL,2
57688,0,NULL
57694,NULL,NULL
57736,NULL,2
57777,NULL,2
57807,NULL,NULL
57866,NULL,2
57884,NULL,NULL
57896,NULL,NULL
57900,NULL,NULL
57901,NULL,NULL
57902,NULL,NULL
57903,NULL,NULL
57926,NULL,NULL
57938,NULL,2
57941,NULL,NULL
57942,NULL,NULL
57949,NULL,NULL
57951,NULL,NULL
57954,NULL,NULL
57962,12,1
57963,12,1
57965,12,1
57967,NULL,2
57970,NULL,NULL
57974,NULL,NULL
57976,12,1
57979,12,1
57986,12,1
57987,NULL,NULL
57997,12,1
58012,NULL,NULL
58031,12,1
58037,NULL,NULL
58052,NULL,NULL
58062,NULL,NULL
58066,NULL,NULL
58100,12,1
58116,NULL,NULL
58138,NULL,NULL
58140,NULL,NULL
58147,NULL,NULL
58174,NULL,NULL
58183,NULL,NULL
58184,NULL,NULL
58210,NULL,NULL
58243,NULL,NULL
58245,NULL,2
58249,NULL,2
58251,NULL,2
58270,NULL,NULL
58278,NULL,NULL
58279,NULL,NULL
58280,NULL,NULL
58289,NULL,NULL
58296,NULL,NULL
58313,NULL,NULL
58315,NULL,NULL
58317,12,1
58319,NULL,2
58320,NULL,NULL
58323,NULL,2
58324,NULL,NULL
58326,NULL,NULL
58327,NULL,NULL
58342,NULL,NULL
58343,NULL,NULL
58344,NULL,NULL
58345,NULL,NULL
58348,12,1
58349,12,1
58352,6,1
58358,NULL,NULL
58365,NULL,NULL
58383,NULL,NULL
58405,12,1
58440,12,1
58443,NULL,NULL
58488,NULL,NULL
58498,NULL,NULL
58502,12,1
58513,12,1
58544,NULL,NULL
58546,12,1
58547,NULL,NULL
58548,NULL,2
58554,NULL,NULL
58566,NULL,NULL
58569,NULL,NULL
58581,NULL,NULL
58588,NULL,NULL
58621,NULL,2
58653,NULL,NULL
58663,NULL,NULL
58682,NULL,NULL
58684,12,1
58694,NULL,NULL
58707,NULL,NULL
58723,12,1
58729,12,1
58733,NULL,NULL
58747,NULL,NULL
58760,NULL,NULL
58766,NULL,NULL
58774,NULL,NULL
58784,NULL,2
58785,NULL,NULL
58794,NULL,2
58801,NULL,NULL
58814,NULL,NULL
60660,NULL,NULL
60663,NULL,NULL
60666,NULL,NULL
60824,NULL,NULL
60825,NULL,NULL
61967,NULL,NULL
61999,NULL,NULL
62000,NULL,NULL
62001,NULL,NULL
62005,NULL,NULL
62008,NULL,NULL
62011,NULL,NULL
62014,NULL,NULL
62018,NULL,2
62021,NULL,2
62025,NULL,NULL
62026,NULL,NULL
62027,NULL,NULL
62028,NULL,NULL
62035,12,1
62041,NULL,NULL
62042,6,1
62043,6,1
62044,6,1
62046,12,1
62047,12,1
62056,12,1
62072,NULL,2
62074,NULL,NULL
62079,NULL,NULL
62080,6,1
62084,NULL,NULL
62088,12,1
62089,6,1
62090,6,1
63261,NULL,NULL
63286,NULL,NULL
63287,NULL,NULL
63288,12,1
63292,NULL,NULL
63294,NULL,NULL
63314,12,1
63322,12,1
63323,NULL,2
63324,6,1
63333,NULL,NULL
63340,NULL,NULL
63342,NULL,NULL
63344,NULL,NULL
63348,NULL,2
63357,NULL,NULL
63364,NULL,2
63370,NULL,NULL
63372,NULL,NULL
63373,NULL,2
63377,NULL,NULL
63382,NULL,NULL
63383,NULL,NULL
63393,NULL,2
63398,NULL,NULL
63400,NULL,NULL
63403,NULL,NULL
63404,NULL,NULL
63405,NULL,NULL
63406,NULL,NULL
63414,NULL,2
63415,NULL,2
63416,NULL,NULL
63418,NULL,NULL
63459,NULL,NULL
63467,NULL,NULL
63468,NULL,NULL
63470,NULL,NULL
63471,NULL,NULL
63475,NULL,NULL
63477,NULL,NULL
63480,NULL,NULL
63481,NULL,NULL
63482,NULL,NULL
63483,NULL,NULL
63485,NULL,NULL
63540,NULL,NULL
63541,NULL,NULL
63684,NULL,NULL
63685,NULL,NULL
63695,NULL,NULL
63727,NULL,NULL
63765,NULL,NULL
63790,NULL,NULL
63866,NULL,NULL
63904,NULL,NULL
63908,NULL,NULL
63909,NULL,NULL
63913,NULL,2
63919,NULL,NULL
63920,NULL,NULL
63921,NULL,NULL
63927,NULL,2
63929,NULL,NULL
63930,NULL,NULL
63931,NULL,NULL
63932,NULL,NULL
63943,NULL,NULL
63944,NULL,2
63948,NULL,NULL
63949,24,1
63950,NULL,NULL
63954,NULL,NULL
63955,NULL,NULL
63961,14,1
63965,NULL,NULL
63969,NULL,NULL
63970,NULL,2
63971,NULL,NULL
63972,NULL,NULL
63987,NULL,NULL
63988,NULL,NULL
63997,NULL,NULL
63999,NULL,NULL
64000,NULL,NULL
64001,NULL,NULL
64010,NULL,NULL
64018,NULL,NULL
64030,NULL,NULL
64034,NULL,NULL
64035,NULL,NULL
64036,NULL,NULL
64045,6,1
64046,NULL,NULL
64047,NULL,NULL
64057,NULL,2
64078,NULL,NULL
64081,12,1
64082,12,1
64096,NULL,2
64097,NULL,2
64098,24,1
64105,NULL,2
64115,NULL,NULL
64120,NULL,NULL
64125,NULL,NULL
64149,NULL,NULL
64166,NULL,NULL
64167,NULL,NULL
64174,NULL,NULL
64183,15,1
64187,NULL,NULL
64189,NULL,NULL
64191,NULL,NULL
64194,NULL,NULL
64195,NULL,NULL
64198,12,1
64199,NULL,2
64200,NULL,NULL
64201,NULL,2
64204,NULL,2
64226,NULL,2
64234,NULL,NULL
64237,NULL,NULL
64243,NULL,2
64244,NULL,NULL
64254,NULL,NULL
64282,NULL,NULL
64311,NULL,NULL
64324,0,NULL
66262,NULL,NULL
66359,NULL,NULL
66395,NULL,NULL
66496,NULL,NULL
66546,NULL,NULL
66557,NULL,NULL
66559,NULL,NULL
66560,NULL,NULL
66563,NULL,NULL
66568,NULL,2
66569,NULL,2
66578,NULL,NULL
66581,NULL,NULL
66582,NULL,NULL
66586,12,1
66588,NULL,NULL
66592,NULL,NULL
66624,NULL,NULL
66626,NULL,NULL
66627,NULL,NULL
66628,NULL,NULL
66636,NULL,NULL
66641,NULL,NULL
66653,5,1
66655,6,1
66657,NULL,2
66659,NULL,2
66660,NULL,2
66661,NULL,2
66663,NULL,2
66667,NULL,2
66668,NULL,NULL
66669,NULL,NULL
66671,NULL,NULL
66677,NULL,NULL
66679,NULL,NULL
66680,NULL,NULL
66681,NULL,NULL
66682,NULL,NULL
66684,NULL,NULL
66686,NULL,NULL
66690,NULL,NULL
66691,NULL,NULL
66693,NULL,NULL
66694,NULL,NULL
66707,NULL,NULL
66717,NULL,2
66721,NULL,2
66722,NULL,2
66723,NULL,2
66732,NULL,2
66733,NULL,NULL
66735,NULL,NULL
66736,NULL,2
66737,NULL,NULL
66738,NULL,2
66739,NULL,NULL
66740,12,1
66741,NULL,NULL
66742,12,1
66745,12,1
66751,NULL,NULL
66755,NULL,NULL
66756,NULL,NULL
66764,NULL,NULL
67019,NULL,NULL
67122,NULL,NULL
67259,NULL,NULL
67567,NULL,NULL
67697,NULL,NULL
67746,NULL,NULL
68032,NULL,NULL
68033,NULL,NULL
68037,NULL,NULL
68038,NULL,NULL
68071,NULL,NULL
68293,NULL,NULL
68310,NULL,NULL
68385,NULL,NULL
68404,NULL,NULL
68417,NULL,NULL
68465,NULL,NULL
68466,NULL,NULL
68472,NULL,NULL
68473,NULL,NULL
68474,NULL,NULL
68476,NULL,NULL
68477,NULL,NULL
68478,NULL,NULL
68479,NULL,NULL
68480,NULL,NULL
68481,NULL,NULL
68482,NULL,NULL
68483,NULL,NULL
68484,NULL,NULL
68485,NULL,NULL
68487,NULL,NULL
68488,NULL,NULL
68490,NULL,NULL
68491,NULL,NULL
68493,NULL,NULL
68494,NULL,NULL
68495,NULL,NULL
68498,NULL,NULL
68501,NULL,NULL
68502,NULL,NULL
68506,NULL,2
68508,NULL,2
68509,NULL,2
68511,NULL,2
68516,NULL,NULL
68517,NULL,NULL
68520,NULL,2
68522,NULL,2
68526,NULL,NULL
68527,NULL,NULL
68531,NULL,NULL
68532,NULL,NULL
68534,NULL,NULL
68535,NULL,NULL
68536,NULL,NULL
68537,NULL,NULL
68538,NULL,NULL
68539,NULL,NULL
68545,NULL,NULL
68548,NULL,NULL
68549,NULL,NULL
68550,NULL,NULL
68552,NULL,NULL
68554,NULL,NULL
68555,NULL,NULL
68558,NULL,NULL
68559,NULL,NULL
68560,NULL,NULL
68561,NULL,NULL
68562,NULL,NULL
68563,NULL,NULL
68564,NULL,NULL
68565,NULL,NULL
68566,NULL,NULL
68567,NULL,NULL
68568,NULL,NULL
68569,NULL,NULL
68570,NULL,NULL
68572,NULL,NULL
68573,NULL,NULL
68574,NULL,NULL
68575,NULL,NULL
68576,NULL,NULL
68577,NULL,NULL
68578,NULL,NULL
68579,NULL,NULL
68580,NULL,NULL
68581,NULL,NULL
68583,NULL,NULL
68584,NULL,NULL
68585,NULL,NULL
68586,NULL,NULL
68587,NULL,NULL
68589,NULL,NULL
68590,NULL,NULL
68591,NULL,NULL
68592,NULL,NULL
68600,NULL,NULL
68601,NULL,NULL
68604,NULL,NULL
68605,NULL,NULL
68607,NULL,NULL
68611,NULL,NULL
68613,NULL,NULL
68614,NULL,NULL
68615,NULL,NULL
68616,NULL,NULL
68617,NULL,NULL
68618,NULL,NULL
68619,NULL,NULL
68620,NULL,NULL
68621,NULL,NULL
68623,NULL,NULL
68624,NULL,NULL
68625,NULL,NULL
68626,NULL,NULL
68627,NULL,NULL
68628,NULL,NULL
68629,NULL,NULL
68630,NULL,NULL
68631,NULL,NULL
68632,NULL,NULL
68633,NULL,NULL
68634,NULL,NULL
68635,NULL,NULL
68636,NULL,NULL
68637,NULL,NULL
68638,NULL,NULL
68639,NULL,NULL
68640,NULL,NULL
68641,NULL,NULL
68642,NULL,NULL
68643,NULL,NULL
68644,NULL,NULL
68645,NULL,NULL
68646,NULL,NULL
68647,NULL,NULL
68648,NULL,NULL
68649,NULL,NULL
68650,NULL,NULL
68651,NULL,NULL
68653,NULL,NULL
68654,NULL,NULL
68655,NULL,NULL
68656,NULL,NULL
68657,NULL,NULL
68658,NULL,NULL
68659,NULL,NULL
68660,NULL,NULL
68661,NULL,NULL
68662,NULL,NULL
68663,NULL,NULL
68664,NULL,NULL
68665,NULL,NULL
68666,NULL,NULL
68667,NULL,NULL
68668,NULL,NULL
68669,NULL,NULL
68670,NULL,NULL
68671,NULL,NULL
68672,NULL,NULL
68673,NULL,NULL
68674,NULL,NULL
68675,NULL,NULL
68676,NULL,NULL
68677,NULL,NULL
68678,NULL,NULL
68679,NULL,NULL
68680,NULL,NULL
68681,NULL,NULL
68682,NULL,NULL
68683,NULL,NULL
68684,NULL,NULL
68685,NULL,NULL
68686,NULL,NULL
68687,NULL,NULL
68688,NULL,NULL
68689,NULL,NULL
68690,NULL,NULL
68691,NULL,NULL
68692,NULL,NULL
68693,NULL,NULL
68694,NULL,NULL
68695,NULL,NULL
68696,NULL,NULL
68697,NULL,NULL
68698,NULL,NULL
68699,NULL,NULL
68700,NULL,NULL
68701,NULL,NULL
68703,NULL,NULL
68704,NULL,NULL
68705,NULL,NULL
68706,NULL,NULL
68707,NULL,NULL
68708,NULL,NULL
68709,NULL,NULL
68710,NULL,NULL
68711,NULL,NULL
68712,NULL,NULL
68713,NULL,NULL
68714,NULL,NULL
68716,NULL,NULL
68717,NULL,NULL
68718,NULL,NULL
68719,NULL,NULL
68720,NULL,NULL
68721,NULL,NULL
68722,NULL,NULL
68723,NULL,NULL
68724,NULL,NULL
68725,NULL,NULL
68726,NULL,NULL
68727,NULL,NULL
68728,NULL,NULL
68729,NULL,NULL
68730,NULL,NULL
68731,NULL,NULL
68732,NULL,NULL
68733,NULL,NULL
68734,NULL,NULL
68735,NULL,NULL
68736,NULL,NULL
68737,NULL,NULL
68739,NULL,NULL
68740,NULL,NULL
68741,NULL,NULL
68742,NULL,NULL
68743,NULL,NULL
68744,NULL,NULL
68745,NULL,NULL
68746,NULL,NULL
68748,NULL,NULL
68749,NULL,NULL
68750,NULL,NULL
68752,NULL,NULL
68753,NULL,NULL
68754,NULL,NULL
68755,NULL,NULL
68756,NULL,NULL
68757,NULL,NULL
68758,NULL,NULL
68759,NULL,NULL
68760,NULL,NULL
68761,NULL,NULL
68762,NULL,NULL
68763,NULL,NULL
68764,NULL,NULL
68765,NULL,NULL
68767,NULL,NULL
68769,NULL,NULL
68770,NULL,NULL
68772,NULL,NULL
68773,NULL,NULL
68774,NULL,NULL
68775,NULL,NULL
68776,NULL,NULL
68777,NULL,NULL
68778,NULL,NULL
68779,NULL,NULL
68780,NULL,NULL
68783,NULL,NULL
68785,NULL,NULL
68786,NULL,NULL
68787,NULL,NULL
68788,NULL,NULL
68789,NULL,NULL
68790,NULL,NULL
68791,NULL,NULL
68792,NULL,NULL
68793,NULL,NULL
68794,NULL,NULL
68795,NULL,NULL
68796,NULL,NULL
68797,NULL,NULL
68798,NULL,NULL
68799,NULL,NULL
68800,NULL,NULL
68801,NULL,NULL
68802,NULL,NULL
68803,NULL,NULL
68805,NULL,NULL
68806,NULL,NULL
68808,NULL,NULL
68809,NULL,NULL
68810,NULL,NULL
68811,NULL,NULL
68812,NULL,NULL
68813,NULL,NULL
68814,NULL,NULL
68815,NULL,NULL
68816,NULL,NULL
68817,NULL,NULL
68818,NULL,NULL
68820,NULL,2
68821,NULL,NULL
68822,NULL,NULL
68823,NULL,NULL
68824,NULL,NULL
68825,NULL,NULL
68826,NULL,NULL
68827,NULL,NULL
68828,NULL,NULL
68830,NULL,NULL
68831,NULL,2
68832,NULL,2
68834,NULL,NULL
68835,NULL,NULL
68836,NULL,NULL
68837,NULL,NULL
68838,NULL,NULL
68840,NULL,NULL
68841,NULL,NULL
68842,NULL,NULL
68843,NULL,NULL
68844,NULL,NULL
68845,NULL,NULL
68846,NULL,NULL
68847,NULL,NULL
68848,NULL,NULL
68849,NULL,NULL
68850,NULL,NULL
68851,NULL,NULL
68852,NULL,NULL
68853,NULL,NULL
68854,NULL,NULL
68855,NULL,NULL
68856,NULL,NULL
68857,NULL,NULL
68858,NULL,NULL
68859,NULL,NULL
68860,NULL,NULL
68861,NULL,NULL
68862,NULL,NULL
68863,NULL,NULL
68864,NULL,NULL
68865,NULL,NULL
68866,NULL,NULL
68867,NULL,NULL
68868,NULL,NULL
68869,NULL,NULL
68870,NULL,NULL
68871,NULL,NULL
68872,NULL,NULL
68873,NULL,NULL
68874,NULL,NULL
68875,NULL,NULL
68876,NULL,NULL
68877,NULL,NULL
68878,NULL,NULL
68879,NULL,NULL
68880,NULL,NULL
68881,NULL,NULL
68882,NULL,NULL
68883,NULL,NULL
68884,NULL,NULL
68885,NULL,NULL
68886,NULL,NULL
68887,NULL,NULL
68888,NULL,NULL
68889,NULL,NULL
68890,NULL,NULL
68891,NULL,NULL
68892,NULL,NULL
68893,NULL,NULL
68894,NULL,NULL
68895,NULL,NULL
68896,NULL,NULL
68897,NULL,NULL
68898,NULL,NULL
68899,NULL,NULL
68900,NULL,NULL
68901,NULL,NULL
68902,NULL,NULL
68903,NULL,NULL
68904,NULL,NULL
68905,NULL,NULL
68906,NULL,NULL
68907,NULL,NULL
68908,NULL,NULL
68909,NULL,NULL
68910,NULL,NULL
68911,NULL,NULL
68912,NULL,NULL
68913,NULL,NULL
68914,NULL,NULL
68915,NULL,NULL
68916,NULL,NULL
68917,NULL,NULL
68918,NULL,NULL
68919,NULL,NULL
68920,NULL,NULL
68921,NULL,NULL
68923,NULL,NULL
68924,NULL,NULL
68925,NULL,NULL
68926,NULL,NULL
68927,NULL,NULL
68928,NULL,NULL
68929,NULL,NULL
68930,NULL,NULL
68931,NULL,NULL
68932,NULL,NULL
68933,NULL,NULL
68934,NULL,NULL
68935,NULL,NULL
68936,NULL,NULL
68937,NULL,NULL
68938,NULL,NULL
68939,NULL,NULL
68940,NULL,NULL
68941,NULL,NULL
68942,NULL,NULL
68943,NULL,NULL
68945,NULL,NULL
68946,NULL,NULL
68947,NULL,NULL
68948,NULL,NULL
68949,NULL,NULL
68951,NULL,NULL
68953,NULL,NULL
68955,NULL,NULL
68956,NULL,NULL
68957,NULL,NULL
68960,NULL,NULL
68963,NULL,NULL
68964,NULL,NULL
68965,NULL,NULL
68967,NULL,NULL
68968,NULL,NULL
68969,NULL,NULL
68970,NULL,NULL
68971,NULL,NULL
68972,NULL,NULL
68973,NULL,NULL
68974,NULL,NULL
68975,NULL,NULL
68976,NULL,NULL
68977,NULL,NULL
69005,13,1
69018,NULL,NULL
69028,NULL,2
69035,NULL,NULL
69039,NULL,NULL
69041,NULL,NULL
69042,NULL,NULL
69050,NULL,NULL
69056,NULL,NULL
69058,NULL,NULL
69059,NULL,NULL
69067,NULL,NULL
69069,NULL,NULL
69073,NULL,NULL
69074,NULL,NULL
69075,NULL,NULL
69089,NULL,NULL
69090,NULL,NULL
69091,NULL,NULL
69104,NULL,2
69107,NULL,NULL
69108,NULL,NULL
69110,NULL,NULL
69116,NULL,NULL
69117,NULL,NULL
69119,NULL,NULL
69122,NULL,2
69123,NULL,2
69129,12,1
69139,NULL,NULL
69140,NULL,NULL
69141,NULL,NULL
69142,NULL,NULL
69143,NULL,NULL
69144,NULL,NULL
69145,NULL,NULL
69146,NULL,NULL
69147,NULL,NULL
69148,NULL,NULL
69149,NULL,NULL
69150,NULL,NULL
69151,NULL,NULL
69152,NULL,NULL
69153,NULL,NULL
69154,NULL,NULL
69155,NULL,NULL
69156,NULL,NULL
69157,NULL,NULL
69158,NULL,NULL
69159,NULL,NULL
69160,NULL,NULL
69161,NULL,NULL
69162,NULL,NULL
69163,NULL,NULL
69164,NULL,NULL
69165,NULL,NULL
69166,NULL,NULL
69167,NULL,NULL
69169,NULL,NULL
69170,NULL,NULL
69171,NULL,NULL
69172,NULL,NULL
69173,NULL,NULL
69174,NULL,NULL
69175,NULL,NULL
69177,NULL,NULL
69178,NULL,NULL
69179,NULL,NULL
69180,NULL,NULL
69181,NULL,NULL
69182,NULL,NULL
69183,NULL,NULL
69184,NULL,NULL
69185,NULL,NULL
69186,NULL,NULL
69187,NULL,NULL
69188,NULL,NULL
69189,NULL,NULL
69190,NULL,NULL
69191,NULL,NULL
69192,NULL,NULL
69193,NULL,NULL
69194,NULL,NULL
69195,NULL,NULL
69196,NULL,NULL
69197,NULL,NULL
69198,NULL,NULL
69199,NULL,NULL
69200,NULL,NULL
69201,NULL,NULL
69202,NULL,NULL
69203,NULL,NULL
69204,NULL,NULL
69205,NULL,NULL
69206,NULL,NULL
69208,NULL,NULL
69209,NULL,NULL
69210,NULL,NULL
69211,NULL,NULL
69212,NULL,NULL
69213,NULL,NULL
69214,NULL,NULL
69215,NULL,NULL
69216,NULL,NULL
69217,NULL,NULL
69218,NULL,NULL
69219,NULL,NULL
69220,NULL,NULL
69221,NULL,NULL
69222,NULL,NULL
69223,NULL,NULL
69224,NULL,NULL
69225,NULL,NULL
69226,NULL,NULL
69227,NULL,NULL
69228,NULL,NULL
69229,NULL,NULL
69230,NULL,NULL
69231,NULL,NULL
69232,NULL,NULL
69233,NULL,NULL
69234,NULL,NULL
69235,NULL,NULL
69236,NULL,NULL
69237,NULL,NULL
69238,NULL,NULL
69239,NULL,NULL
69240,NULL,NULL
69241,NULL,NULL
69242,NULL,NULL
69243,NULL,NULL
69244,NULL,NULL
69245,NULL,NULL
69247,NULL,NULL
69248,NULL,NULL
69249,NULL,NULL
69253,NULL,NULL
69259,12,1
69261,NULL,NULL
69262,NULL,NULL
69266,NULL,NULL
69267,NULL,NULL
69269,12,1
69272,NULL,NULL
69279,NULL,NULL
69282,NULL,NULL
69291,NULL,NULL
69293,NULL,NULL
69294,NULL,NULL
69295,NULL,NULL
69304,NULL,NULL
69310,NULL,NULL
69311,NULL,NULL
69312,12,1
69317,NULL,NULL
69320,NULL,NULL
69322,NULL,2
69332,NULL,NULL
69337,12,1
69343,NULL,NULL
69347,12,1
69348,NULL,NULL
69354,NULL,NULL
69356,NULL,2
69369,NULL,2
69378,NULL,2
69380,NULL,NULL
69381,NULL,NULL
69382,NULL,NULL
69386,NULL,NULL
69387,NULL,NULL
69388,NULL,NULL
69389,NULL,NULL
69390,NULL,NULL
69393,NULL,NULL
69394,NULL,NULL
69395,NULL,NULL
69397,NULL,NULL
69399,NULL,2
69401,NULL,NULL
69403,12,1
69404,NULL,NULL
69405,NULL,NULL
69406,NULL,NULL
69407,NULL,NULL
69408,NULL,NULL
69409,NULL,NULL
69410,12,1
69411,12,1
69412,NULL,NULL
69413,NULL,NULL
69414,NULL,NULL
69415,NULL,NULL
69416,NULL,NULL
69417,NULL,NULL
69418,NULL,NULL
69419,NULL,NULL
69420,NULL,NULL
69422,NULL,NULL
69424,NULL,NULL
69426,NULL,NULL
69429,NULL,NULL
69430,NULL,NULL
69431,NULL,NULL
69440,NULL,NULL
69442,NULL,NULL
69443,NULL,NULL
69444,NULL,NULL
69445,NULL,2
69446,NULL,NULL
69449,NULL,NULL
69453,NULL,NULL
69457,NULL,NULL
69458,NULL,NULL
69462,NULL,NULL
69463,12,1
69465,NULL,NULL
69470,NULL,NULL
69471,NULL,NULL
69472,NULL,NULL
69474,NULL,NULL
69477,NULL,NULL
69478,NULL,NULL
69488,NULL,NULL
69489,NULL,NULL
69490,NULL,NULL
69492,NULL,NULL
69494,NULL,NULL
69498,NULL,NULL
69500,NULL,NULL
69502,NULL,NULL
69503,NULL,NULL
69505,NULL,NULL
69510,NULL,NULL
69512,NULL,NULL
69516,NULL,NULL
69517,NULL,NULL
69522,NULL,NULL
69526,NULL,NULL
69529,NULL,NULL
69531,NULL,NULL
69536,NULL,NULL
69537,NULL,NULL
69540,NULL,NULL
69544,NULL,NULL
69548,NULL,NULL
69549,NULL,NULL
69550,NULL,NULL
69552,NULL,NULL
69553,NULL,NULL
69554,NULL,NULL
69570,NULL,NULL
69574,NULL,NULL
69577,NULL,NULL
69578,NULL,NULL
69580,NULL,NULL
69581,NULL,NULL
69583,NULL,NULL
69589,NULL,NULL
69591,NULL,NULL
69596,NULL,NULL
69597,NULL,NULL
69598,NULL,NULL
69599,NULL,NULL
69600,NULL,NULL
69605,NULL,NULL
69606,NULL,NULL
69607,NULL,NULL
69611,NULL,NULL
69614,NULL,NULL
69616,NULL,NULL
69621,NULL,NULL
69622,NULL,NULL
69623,NULL,NULL
69624,NULL,NULL
69625,NULL,NULL
69628,NULL,NULL
69633,NULL,NULL
69634,NULL,NULL
69635,NULL,NULL
69636,NULL,NULL
69637,NULL,NULL
69638,NULL,NULL
69641,NULL,NULL
69644,NULL,NULL
69650,NULL,NULL
69651,NULL,NULL
69652,NULL,NULL
69653,NULL,NULL
69654,NULL,NULL
69655,NULL,NULL
69656,NULL,NULL
69657,NULL,NULL
69658,NULL,NULL
69660,NULL,NULL
69663,NULL,NULL
69664,NULL,NULL
69665,NULL,NULL
69666,NULL,NULL
69667,NULL,NULL
69668,NULL,NULL
69671,NULL,NULL
69672,NULL,NULL
69673,NULL,NULL
69674,NULL,NULL
69675,NULL,NULL
69678,NULL,NULL
69679,NULL,NULL
69680,NULL,NULL
69681,NULL,NULL
69682,NULL,NULL
69683,NULL,NULL
69684,NULL,NULL
69685,NULL,NULL
69686,NULL,NULL
69687,NULL,NULL
69690,NULL,NULL
69691,NULL,NULL
69693,NULL,NULL
69694,NULL,NULL
69697,NULL,NULL
69699,NULL,NULL
