Id,Side,Number,BaySize,VehicleId,VehicleBayIdLegacy
898,1,1,42,162271,NULL
899,1,2,35,162271,NULL
900,1,3,42,162271,NULL
901,1,4,42,162271,NULL
902,1,5,35,162271,NULL
903,0,1,42,162273,NULL
904,0,2,35,162273,NULL
905,0,3,42,162273,NULL
906,0,4,35,162273,NULL
907,1,1,42,162273,NULL
908,1,2,35,162273,NULL
909,1,3,42,162273,NULL
910,1,4,35,162273,NULL
911,0,1,35,162274,NULL
912,0,2,42,162274,NULL
913,0,3,35,162274,NULL
914,0,4,35,162274,NULL
915,0,5,42,162274,NULL
916,1,1,35,162274,NULL
917,1,2,42,162274,NULL
918,1,3,35,162274,NULL
919,1,4,35,162274,NULL
920,1,5,42,162274,NULL
921,0,1,35,162278,NULL
922,0,2,42,162278,NULL
923,0,3,35,162278,NULL
924,0,4,42,162278,NULL
925,1,1,35,162278,NULL
926,1,2,42,162278,NULL
927,1,3,35,162278,NULL
928,1,4,42,162278,NULL
929,1,1,35,161814,8d864865-fad9-4ad7-8a11-b31e011daaab
930,0,2,42,161814,bfac8ed2-c62e-4c61-8d03-b31e011daaab
931,0,3,35,161814,df9db920-30ba-4950-928d-b31e011daaab
932,1,4,42,161814,936034d5-c569-4d64-a981-b31e011daaab
933,1,2,42,161814,c84197e2-1e42-4c0c-aabc-b31e011daaab
934,0,4,42,161814,4eb7a28b-a40d-4600-b2c9-b31e011daaab
935,0,1,35,161814,159a89c6-9548-4aa0-b71a-b31e011daaab
936,1,3,35,161814,2e6e9fe6-6961-433f-b7aa-b31e011daaab
937,0,1,35,162420,NULL
938,0,2,35,162420,NULL
939,1,1,35,162420,NULL
940,0,1,28,162624,NULL
941,0,2,28,162624,NULL
942,0,3,28,162624,NULL
943,0,4,28,162624,NULL
944,0,5,28,162624,NULL
945,0,6,28,162624,NULL
946,0,7,28,162624,NULL
947,0,8,28,162624,NULL
948,0,9,28,162624,NULL
949,0,10,28,162624,NULL
950,0,11,28,162624,NULL
951,0,12,28,162624,NULL
952,0,13,28,162624,NULL
953,0,14,28,162624,NULL
954,1,1,28,162624,NULL
955,1,2,28,162624,NULL
956,1,3,28,162624,NULL
957,1,4,28,162624,NULL
958,1,5,28,162624,NULL
959,1,6,28,162624,NULL
960,1,7,28,162624,NULL
961,1,8,28,162624,NULL
962,1,9,28,162624,NULL
963,1,10,28,162624,NULL
964,1,11,28,162624,NULL
965,1,12,28,162624,NULL
966,1,13,28,162624,NULL
967,1,14,28,162624,NULL
984,0,1,28,162814,NULL
985,0,2,28,162814,NULL
986,0,3,28,162814,NULL
987,0,4,28,162814,NULL
988,0,5,28,162814,NULL
989,0,6,28,162814,NULL
990,0,7,28,162814,NULL
991,0,8,28,162814,NULL
992,0,9,28,162814,NULL
993,0,10,28,162814,NULL
994,0,11,28,162814,NULL
995,0,12,28,162814,NULL
996,0,13,28,162814,NULL
997,0,14,28,162814,NULL
998,1,1,28,162814,NULL
999,1,2,28,162814,NULL
1000,1,3,28,162814,NULL
1001,1,4,28,162814,NULL
1002,1,5,28,162814,NULL
1003,1,6,28,162814,NULL
1004,1,7,28,162814,NULL
1005,1,8,28,162814,NULL
1006,1,9,28,162814,NULL
1007,1,10,28,162814,NULL
1008,1,11,28,162814,NULL
1009,1,12,28,162814,NULL
1010,1,13,28,162814,NULL
1011,1,14,28,162814,NULL
1020,0,1,35,162831,NULL
1021,0,2,42,162831,NULL
1022,0,3,35,162831,NULL
1023,0,4,42,162831,NULL
1024,1,1,35,162831,NULL
1025,1,2,42,162831,NULL
1026,1,3,35,162831,NULL
1027,1,4,42,162831,NULL
1028,0,1,35,162832,NULL
1029,0,2,42,162832,NULL
1030,0,3,35,162832,NULL
1031,0,4,42,162832,NULL
1032,1,1,35,162832,NULL
1033,1,2,42,162832,NULL
1034,1,3,35,162832,NULL
1035,1,4,42,162832,NULL
1036,0,1,35,162833,NULL
1037,0,2,42,162833,NULL
1038,0,3,35,162833,NULL
1039,0,4,42,162833,NULL
1040,1,1,35,162833,NULL
1041,1,2,42,162833,NULL
1042,1,3,35,162833,NULL
1043,1,4,42,162833,NULL
1044,0,1,35,162834,NULL
1045,0,2,42,162834,NULL
1046,0,3,35,162834,NULL
1047,0,4,42,162834,NULL
1048,1,1,35,162834,NULL
1049,1,2,42,162834,NULL
1050,1,3,35,162834,NULL
1051,1,4,42,162834,NULL
1052,0,1,35,162835,NULL
1053,0,2,42,162835,NULL
1054,0,3,35,162835,NULL
1055,0,4,42,162835,NULL
1056,1,1,35,162835,NULL
1057,1,2,42,162835,NULL
1058,1,3,35,162835,NULL
1059,1,4,42,162835,NULL
1060,0,1,35,162836,NULL
1061,0,2,42,162836,NULL
1062,0,3,35,162836,NULL
1063,0,4,42,162836,NULL
1064,1,1,35,162836,NULL
1065,1,2,42,162836,NULL
1066,1,3,35,162836,NULL
1067,1,4,42,162836,NULL
1068,0,1,35,162837,NULL
1069,0,2,42,162837,NULL
1070,0,3,35,162837,NULL
1071,0,4,42,162837,NULL
1072,1,1,35,162837,NULL
1073,1,2,42,162837,NULL
1074,1,3,35,162837,NULL
1075,1,4,42,162837,NULL
1076,0,1,35,162838,NULL
1077,0,2,42,162838,NULL
1078,0,3,35,162838,NULL
1079,0,4,42,162838,NULL
1080,1,1,35,162838,NULL
1081,1,2,42,162838,NULL
1082,1,3,35,162838,NULL
1083,1,4,42,162838,NULL
1084,0,1,35,162839,NULL
1085,0,2,42,162839,NULL
1086,0,3,35,162839,NULL
1087,0,4,42,162839,NULL
1088,1,1,35,162839,NULL
1089,1,2,42,162839,NULL
1090,1,3,35,162839,NULL
1091,1,4,42,162839,NULL
1092,0,1,35,162840,NULL
1093,0,2,42,162840,NULL
1094,0,3,35,162840,NULL
1095,0,4,42,162840,NULL
1096,1,1,35,162840,NULL
1097,1,2,42,162840,NULL
1098,1,3,35,162840,NULL
1099,1,4,42,162840,NULL
1110,0,2,35,162742,16b649a6-23f9-45fa-897d-b377017bcae9
1111,0,1,35,162742,d81a4f1f-a431-42f0-91bc-b377017bcae9
1112,1,1,35,162742,46e85f57-0e8c-4c02-9346-b377017bcae9
1113,1,2,35,162742,49ac5308-df9c-47b3-aae7-b377017bcae9
1114,0,4,35,162742,f60bd611-f252-4ff3-b14b-b377017bcae9
1115,1,3,35,162742,c1c56424-9409-4663-b6c4-b377017bcae9
1116,1,4,35,162742,53ad1d01-6a69-42d8-b9c5-b377017bcae9
1117,0,3,35,162742,5c70f649-6935-46c6-bda7-b377017bcae9
1118,0,1,35,162818,9d2606b3-4c9b-45dc-b2a5-b37c00b4a66d
1119,1,4,42,162818,4b1d2c77-531b-4767-82dc-b37c00b4a671
1120,1,2,42,162818,767b550a-5ef5-40f1-8469-b37c00b4a671
1121,0,2,42,162818,efefda31-8aaa-44cd-8a13-b37c00b4a671
1122,0,4,42,162818,3d1030ff-e36f-4171-a893-b37c00b4a671
1123,1,1,35,162818,fd7d0f6a-6401-4354-aa88-b37c00b4a671
1124,0,3,35,162818,a3e26eeb-65e0-4cb9-b881-b37c00b4a671
1125,1,3,35,162818,df837baa-b973-486d-bfc5-b37c00b4a671
1126,0,1,35,162797,091e7751-7f21-44fa-a743-b3790102833b
1127,1,1,35,162797,61c6249b-b715-40f3-87b6-b3790102833c
1128,1,2,42,162797,753408b4-f044-4dfe-9c06-b3790102833c
1129,0,3,35,162797,6d6a0dc0-8689-494b-9eb5-b3790102833c
1130,0,4,42,162797,81c2bac2-7e89-464b-a4c2-b3790102833c
1131,1,3,35,162797,de793663-e210-44c3-a4cf-b3790102833c
1132,0,2,42,162797,4ffe8441-e8dd-4fbf-b233-b3790102833c
1133,1,4,42,162797,88a5733a-6f3d-4b72-beba-b3790102833c
1134,1,1,35,162841,5f7f4b86-b487-4a7b-8480-b37d01439791
1135,0,3,35,162841,a293a066-74ac-4cb7-93ab-b37d01439791
1136,0,2,42,162841,c1bad597-1193-47cf-9525-b37d01439791
1137,1,2,42,162841,dbc619df-b28b-4201-986f-b37d01439791
1138,0,4,35,162841,a61b8a66-f169-4aa5-993b-b37d01439791
1139,1,5,42,162841,8ceee047-9c0a-4243-9976-b37d01439791
1140,0,1,35,162841,cae0cc4a-fe39-4971-a3db-b37d01439791
1141,0,5,42,162841,a2aaa4e7-7434-45e3-a578-b37d01439791
1142,1,3,35,162841,a3ba8ba8-f2b7-4110-adaa-b37d01439791
1143,1,4,35,162841,866b2b44-10d0-4ff1-bd02-b37d01439791
1152,0,3,14,163048,1d2397d5-30bd-488e-8189-b39a00010e39
1153,1,2,14,163048,0b01088d-2c73-4098-92a8-b39a00010e39
1154,1,4,14,163048,8293448f-097a-4f4c-942f-b39a00010e39
1155,0,1,14,163048,33c9e9cb-74b7-4fd9-99af-b39a00010e39
1156,0,4,14,163048,2f00b415-e755-4715-9d99-b39a00010e39
1157,1,3,14,163048,3f02e1f0-26dd-4c0d-b274-b39a00010e39
1158,0,2,14,163048,ab343435-895e-4f42-b442-b39a00010e39
1159,1,1,14,163048,15af83fd-039e-49e5-b89e-b39a00010e39

(973 rows affected)
